sex,n_hs2,Z1,edu,D1,prevearn,Y1,Z2,D2,earnings,Y2
1,40,1,17,1,0,0,1,0,4804,0
1,13,0,12,1,6800,1,1,1,28239,1
1,39,1,12,1,6500,1,1,0,29667,1
1,5,0,13,1,0,0,1,1,20041,1
0,17,0,12,1,0,0,0,0,0,0
0,13,0,12,1,0,0,1,1,4854,0
0,16,0,10,0,140,0,1,1,51,0
0,15,0,11,0,0,0,1,1,60,0
1,28,0,9,0,0,0,0,0,7758,0
1,16,0,12,1,15000,1,0,0,55105,1
0,13,0,9,0,0,0,1,0,0,0
0,1,0,12,1,2900,0,0,0,8674,0
0,1,0,12,1,5000,0,1,0,45317,1
1,19,0,10,0,0,0,1,0,94191,1
1,28,0,11,0,0,0,0,0,10457,0
1,39,1,11,0,6000,1,1,1,7395,0
1,13,0,9,0,1600,0,0,0,16911,1
1,16,0,9,0,7000,1,0,0,5442,0
1,13,0,12,1,1500,0,1,0,0,0
0,28,0,11,0,0,0,0,0,23670,1
0,1,0,12,1,0,0,1,1,2610,0
1,5,0,9,0,400,0,0,0,23342,1
0,1,0,8,0,2000,0,0,0,2601,0
1,346,1,12,1,10000,1,1,0,48968,1
1,13,0,14,1,10000,1,0,0,28935,1
0,16,0,14,1,10000,1,0,0,5762,0
0,19,0,12,1,0,0,0,0,18,0
0,1,0,12,1,0,0,1,0,1632,0
1,19,0,11,0,400,0,1,0,2442,0
0,13,0,11,0,0,0,1,1,486,0
0,5,0,9,0,0,0,1,0,0,0
0,13,0,12,1,4200,0,1,1,17364,1
1,13,0,9,0,3200,0,1,1,4047,0
0,1,0,11,0,0,0,0,0,21255,1
1,13,0,10,0,8000,1,0,0,19128,1
0,16,0,12,1,11000,1,0,0,34191,1
0,13,0,9,0,0,0,1,0,132,0
0,17,0,11,0,0,0,1,0,14078,1
0,1,0,10,0,57,0,1,1,555,0
1,13,0,12,1,600,0,1,0,156,0
1,13,0,12,1,270,0,1,0,44309,1
0,13,0,12,1,6080,1,1,0,19900,1
0,16,0,12,1,684,0,1,1,22510,1
0,17,0,10,0,3216,0,1,1,12050,1
1,13,0,11,0,1155,0,1,1,14961,1
1,19,0,8,0,3200,0,0,0,7776,0
1,15,0,12,1,5000,0,0,0,29276,1
0,13,0,12,1,4675,0,1,1,18303,1
1,13,0,9,0,150,0,0,0,7629,0
0,39,1,8,0,4087,0,1,1,19837,1
0,16,0,12,1,3162,0,1,1,16074,1
0,39,1,10,0,3949,0,0,0,3315,0
1,39,1,12,1,8000,1,0,0,35445,1
1,17,0,11,0,1400,0,0,0,14791,1
1,16,0,10,0,3600,0,1,0,0,0
0,13,0,9,0,1000,0,0,0,11276,1
1,19,0,12,1,0,0,1,1,0,0
0,13,0,9,0,0,0,1,1,0,0
0,9,0,12,1,0,0,0,0,552,0
1,5,0,12,1,3486,0,0,0,12964,1
1,9,0,10,0,0,0,1,1,4584,0
1,1,0,12,1,0,0,1,0,32038,1
1,1,0,13,1,9000,1,0,0,9735,0
0,37,1,12,1,3600,0,1,1,15288,1
0,15,0,14,1,0,0,0,0,2250,0
0,13,0,8,0,8240,1,1,1,14668,1
0,40,1,12,1,0,0,1,1,0,0
0,28,0,11,0,0,0,1,0,0,0
1,39,1,14,1,3500,0,0,0,16224,1
1,13,0,10,0,12000,1,1,1,28512,1
0,17,0,10,0,1306,0,0,0,0,0
0,13,0,13,1,0,0,0,0,30485,1
1,1,0,9,0,12098,1,1,0,21452,1
1,19,0,13,1,0,0,1,1,7147,0
0,9,0,12,1,0,0,1,1,14010,1
1,13,0,8,0,215,0,1,1,8691,0
1,15,0,12,1,9995,1,0,0,39132,1
1,39,1,12,1,6700,1,0,0,3461,0
1,16,0,13,1,162,0,1,1,9895,0
1,5,0,14,1,650,0,1,1,11372,1
1,9,0,8,0,900,0,1,0,2556,0
0,13,0,11,0,400,0,0,0,20880,1
0,13,0,12,1,0,0,1,1,2697,0
0,19,0,8,0,0,0,0,0,782,0
1,28,0,10,0,9000,1,1,0,29297,1
0,1,0,10,0,3200,0,0,0,1212,0
0,1,0,8,0,0,0,1,1,2768,0
0,13,0,9,0,16000,1,1,0,0,0
1,5,0,12,1,1560,0,1,1,26655,1
0,16,0,15,1,6000,1,0,0,7513,0
0,1,0,10,0,8000,1,1,1,23682,1
0,13,0,10,0,6000,1,0,0,7395,0
1,16,0,12,1,6185,1,0,0,26526,1
0,0,0,12,1,3696,0,1,1,1477,0
0,37,1,13,1,6000,1,1,0,14228,1
0,13,0,8,0,32,0,1,0,0,0
0,0,0,14,1,2921,0,1,1,33494,1
0,2,0,12,1,500,0,1,0,357,0
1,13,0,16,1,11000,1,1,1,3612,0
1,13,0,11,0,3393,0,1,0,3048,0
1,17,0,12,1,844,0,1,1,10095,0
1,15,0,12,1,6,0,0,0,9430,0
1,9,0,12,1,3000,0,1,1,52693,1
1,9,0,12,1,0,0,1,0,17191,1
0,13,0,11,0,3837,0,0,0,19257,1
0,13,0,13,1,5200,0,1,0,24471,1
1,9,0,10,0,0,0,1,1,11375,1
1,1,0,12,1,8672,1,1,1,49047,1
1,13,0,12,1,2000,0,0,0,6465,0
1,13,0,11,0,400,0,0,0,76,0
0,13,0,12,1,0,0,0,1,0,0
0,13,0,12,1,10000,1,0,0,17502,1
0,346,1,10,0,206,0,1,1,7418,0
0,0,0,12,1,5284,0,1,1,34668,1
1,39,1,14,1,8500,1,0,0,0,0
0,16,0,12,1,3000,0,1,1,43977,1
0,13,0,12,1,863,0,1,0,705,0
0,1,0,8,0,0,0,1,1,3180,0
1,13,0,13,1,2658,0,1,0,39720,1
0,0,0,12,1,7726,1,1,0,64095,1
0,13,0,9,0,6700,1,1,0,30872,1
0,13,0,12,1,4355,0,1,0,21898,1
0,9,0,11,0,0,0,0,0,0,0
0,17,0,12,1,2000,0,0,0,4200,0
0,1,0,12,1,2000,0,1,1,441,0
1,16,0,13,1,2700,0,0,0,29970,1
0,9,0,12,1,0,0,1,0,1203,0
0,0,0,12,1,3040,0,0,0,10632,0
0,13,0,13,1,3120,0,0,0,98153,1
0,16,0,12,1,4000,0,1,1,5064,0
0,1,0,9,0,4370,0,1,1,30363,1
1,13,0,12,1,0,0,1,1,1896,0
0,2,0,9,0,3000,0,1,0,18776,1
1,13,0,12,1,10000,1,1,1,56171,1
1,13,0,13,1,0,0,0,0,10680,0
0,0,0,12,1,2702,0,0,0,7185,0
1,16,0,15,1,3000,0,0,0,4980,0
0,17,0,12,1,7000,1,1,1,5142,0
0,19,0,12,1,0,0,0,0,0,0
0,13,0,8,0,0,0,0,0,3771,0
1,17,0,12,1,4000,0,0,0,33906,1
1,15,0,8,0,0,0,1,1,7734,0
0,17,0,12,1,4592,0,1,1,42333,1
0,37,1,12,1,0,0,1,1,17508,1
0,19,0,15,1,3500,0,1,1,26766,1
0,9,0,12,1,0,0,1,1,0,0
0,9,0,9,0,150,0,0,0,18767,1
0,13,0,8,0,0,0,0,0,0,0
1,9,0,12,1,19454,1,1,1,52965,1
1,1,0,11,0,2700,0,1,0,10729,0
0,39,1,10,0,8137,1,0,0,4854,0
0,39,1,13,1,5528,0,1,0,0,0
1,19,0,15,1,2560,0,0,0,28179,1
0,13,0,14,1,530,0,1,0,1104,0
0,1,0,11,0,170,0,1,1,6271,0
0,9,0,10,0,6414,1,1,1,26340,1
1,9,0,12,1,1500,0,1,1,45215,1
1,0,0,13,1,4482,0,0,0,32057,1
1,9,0,12,1,5000,0,1,1,63016,1
0,19,0,11,0,0,0,1,1,12562,1
1,17,0,12,1,4000,0,0,0,17876,1
1,2,0,14,1,1000,0,1,1,0,0
0,13,0,12,1,0,0,1,1,19345,1
1,15,0,12,1,180,0,1,1,16055,1
0,13,0,12,1,1000,0,1,0,14362,1
1,15,0,11,0,6000,1,0,0,33246,1
1,0,0,12,1,7200,1,0,0,63888,1
0,13,0,10,0,12000,1,0,0,31618,1
1,9,0,12,1,1520,0,0,0,13104,1
1,9,0,10,0,2000,0,1,1,7507,0
1,13,0,10,0,800,0,1,1,10093,0
1,16,0,7,0,18000,1,1,1,564,0
0,9,0,9,0,0,0,1,1,6355,0
0,9,0,12,1,0,0,0,0,7126,0
0,16,0,10,0,1900,0,1,1,14587,1
1,37,1,12,1,6000,1,1,0,13335,1
1,2,0,9,0,9388,1,1,1,7755,0
0,17,0,12,1,0,0,1,0,5281,0
0,1,0,10,0,1820,0,1,0,15113,1
1,39,1,15,1,1300,0,1,1,70421,1
1,13,0,10,0,3600,0,0,0,7747,0
1,19,0,8,0,0,0,0,0,28749,1
1,16,0,8,0,0,0,1,1,38754,1
1,16,0,12,1,7000,1,0,0,9797,0
1,16,0,11,0,4000,0,1,1,30,0
0,19,0,14,1,3000,0,1,1,13056,1
1,28,0,11,0,0,0,0,0,30025,1
1,17,0,12,1,0,0,1,1,15725,1
1,9,0,8,0,900,0,1,1,11990,1
1,19,0,8,0,0,0,1,1,270,0
0,9,0,12,1,5000,0,1,1,0,0
1,13,0,12,1,9600,1,1,1,72432,1
0,16,0,13,1,6265,1,1,1,24629,1
1,9,0,8,0,150,0,0,0,477,0
1,19,0,7,0,0,0,1,1,3390,0
1,1,0,12,1,98,0,0,0,13307,1
1,39,1,12,1,6958,1,1,0,18855,1
1,9,0,11,0,14347,1,1,1,555,0
1,0,0,11,0,3360,0,1,1,4539,0
1,2,0,8,0,4000,0,1,0,1800,0
0,13,0,12,1,0,0,0,0,11160,0
1,13,0,14,1,0,0,1,1,9688,0
1,40,1,17,1,0,0,0,0,23329,1
0,9,0,11,0,0,0,1,1,708,0
1,0,0,12,1,0,0,0,0,0,0
0,9,0,12,1,0,0,1,0,0,0
0,19,0,12,1,0,0,1,1,4350,0
1,19,0,14,1,3000,0,0,0,162,0
1,28,0,12,1,350,0,1,0,42,0
0,16,0,13,1,1138,0,1,1,12171,1
0,28,0,12,1,2100,0,1,0,20523,1
0,1,0,11,0,0,0,1,1,3790,0
1,13,0,12,1,2640,0,0,0,9974,0
0,15,0,12,1,0,0,1,1,42640,1
0,17,0,12,1,0,0,0,0,1578,0
1,16,0,13,1,6688,1,1,1,39726,1
1,1,0,12,1,9000,1,1,1,63455,1
0,13,0,12,1,2000,0,0,0,6559,0
0,39,1,17,1,0,0,1,1,21264,1
0,17,0,12,1,0,0,0,1,10507,0
0,37,1,11,0,1500,0,1,1,28764,1
0,17,0,11,0,13000,1,0,0,7626,0
1,16,0,10,0,0,0,0,0,12303,1
1,1,0,10,0,3100,0,1,1,6768,0
0,13,0,9,0,5000,0,1,0,8722,0
1,13,0,15,1,1000,0,1,0,7297,0
1,13,0,17,1,500,0,1,0,2300,0
1,17,0,12,1,4263,0,1,1,15834,1
1,16,0,11,0,0,0,1,1,37270,1
0,13,0,12,1,5800,0,0,0,19500,1
0,37,1,10,0,0,0,0,0,12489,1
1,19,0,16,1,9860,1,1,0,9780,0
0,16,0,10,0,850,0,1,1,15550,1
1,13,0,12,1,8910,1,1,1,33924,1
0,39,1,12,1,4200,0,0,0,10306,0
0,0,0,12,1,0,0,0,0,201,0
1,346,1,12,1,0,0,0,1,1003,0
1,13,0,12,1,0,0,1,0,12138,1
1,13,0,10,0,700,0,1,0,905,0
0,2,0,12,1,1200,0,1,1,17262,1
0,2,0,10,0,6800,1,0,0,25835,1
1,19,0,10,0,1000,0,0,0,1858,0
0,1,0,8,0,6000,1,1,1,31002,1
0,16,0,12,1,4500,0,0,0,27007,1
0,13,0,11,0,1400,0,1,1,3597,0
1,28,0,10,0,0,0,1,0,27449,1
1,346,1,13,1,0,0,1,0,1117,0
1,37,1,11,0,23462,1,1,1,66279,1
0,2,0,12,1,1988,0,1,1,27318,1
0,2,0,12,1,310,0,0,0,183,0
1,1,0,11,0,1500,0,1,0,67556,1
0,19,0,12,1,360,0,1,1,21564,1
0,15,0,13,1,1500,0,1,0,26589,1
1,13,0,8,0,650,0,1,0,0,0
0,9,0,12,1,4400,0,0,0,2075,0
0,17,0,12,1,2844,0,1,1,40275,1
1,39,1,11,0,1000,0,1,0,16014,1
1,17,0,12,1,4000,0,1,1,33620,1
0,16,0,12,1,19000,1,1,1,0,0
1,9,0,12,1,3000,0,1,1,48719,1
1,9,0,11,0,4000,0,1,0,21,0
0,39,1,12,1,6894,1,0,0,35415,1
1,19,0,12,1,2904,0,1,1,18037,1
1,2,0,12,1,3200,0,1,0,477,0
0,13,0,14,1,8000,1,1,0,27465,1
0,2,0,13,1,4823,0,0,0,20241,1
0,28,0,8,0,0,0,1,0,9566,0
1,16,0,9,0,400,0,1,1,40589,1
0,0,0,12,1,2300,0,0,0,13737,1
1,15,0,14,1,5350,0,1,1,22455,1
1,28,0,12,1,0,0,1,1,5194,0
0,13,0,12,1,0,0,0,0,440,0
1,13,0,12,1,17000,1,0,0,28867,1
0,17,0,12,1,300,0,0,0,1467,0
1,19,0,9,0,0,0,0,0,670,0
0,17,0,12,1,2000,0,0,0,26967,1
0,13,0,12,1,0,0,1,0,2004,0
0,1,0,8,0,2820,0,0,0,8075,0
0,0,0,11,0,0,0,1,1,17838,1
1,13,0,12,1,5400,0,1,0,19410,1
1,39,1,11,0,7000,1,0,0,18105,1
1,39,1,12,1,0,0,1,0,0,0
1,28,0,8,0,400,0,0,0,117,0
1,9,0,13,1,100,0,1,1,24337,1
1,13,0,10,0,6400,1,1,0,54684,1
1,17,0,12,1,1000,0,1,1,3322,0
0,16,0,14,1,2000,0,0,0,3225,0
0,1,0,12,1,318,0,0,0,4461,0
1,15,0,13,1,8000,1,1,1,173,0
0,15,0,12,1,2128,0,0,0,11406,1
1,37,1,12,1,0,0,1,0,4928,0
0,1,0,11,0,5000,0,0,0,2628,0
0,1,0,11,0,0,0,1,1,72,0
1,39,1,12,1,6000,1,0,0,24627,1
0,2,0,12,1,5690,0,1,1,16770,1
1,15,0,14,1,6560,1,1,1,36523,1
1,28,0,12,1,2000,0,0,0,8769,0
1,19,0,10,0,0,0,0,0,3480,0
0,9,0,12,1,0,0,0,0,45,0
0,13,0,12,1,5962,0,1,0,21740,1
1,17,0,12,1,0,0,1,1,10851,0
1,13,0,16,1,0,0,1,0,11378,1
1,15,0,12,1,6000,1,1,0,5391,0
0,2,0,16,1,3600,0,1,1,8007,0
0,2,0,12,1,0,0,1,1,21947,1
0,19,0,12,1,4800,0,0,0,0,0
1,37,1,11,0,0,0,1,1,13519,1
0,37,1,11,0,0,0,1,1,0,0
0,19,0,8,0,0,0,1,0,0,0
0,16,0,14,1,0,0,1,1,0,0
0,40,1,14,1,0,0,0,0,0,0
1,346,1,11,0,8400,1,0,0,0,0
1,16,0,12,1,14000,1,0,0,56189,1
0,19,0,12,1,0,0,1,1,21422,1
0,17,0,12,1,0,0,1,1,165,0
0,16,0,11,0,0,0,1,1,390,0
1,5,0,14,1,1000,0,1,1,9921,0
0,13,0,8,0,0,0,1,0,16215,1
0,13,0,10,0,8481,1,0,0,1348,0
0,19,0,12,1,8936,1,1,1,13920,1
0,37,1,10,0,5000,0,1,1,9582,0
1,13,0,9,0,0,0,0,0,0,0
1,13,0,9,0,3000,0,1,0,835,0
1,13,0,14,1,9300,1,0,0,23336,1
0,13,0,11,0,6876,1,1,1,12039,1
0,17,0,12,1,4289,0,0,0,33279,1
0,37,1,15,1,0,0,1,1,39816,1
0,9,0,9,0,0,0,1,0,80,0
0,37,1,9,0,3,0,0,0,469,0
1,16,0,12,1,7900,1,1,1,5064,0
0,39,1,12,1,5720,0,0,0,71,0
0,9,0,12,1,0,0,1,1,10508,0
0,13,0,12,1,6400,1,1,1,2361,0
0,39,1,12,1,0,0,1,0,23431,1
1,13,0,12,1,2600,0,1,1,3173,0
1,13,0,11,0,0,0,0,0,21629,1
1,17,0,11,0,0,0,0,0,2187,0
0,16,0,12,1,0,0,1,1,423,0
1,39,1,12,1,3920,0,1,1,16404,1
0,13,0,12,1,3198,0,1,1,22734,1
0,17,0,12,1,1900,0,1,1,5964,0
0,19,0,11,0,0,0,1,1,681,0
1,15,0,12,1,1300,0,1,1,18844,1
0,16,0,11,0,140,0,0,0,4019,0
0,37,1,13,1,0,0,1,0,14310,1
1,9,0,14,1,0,0,1,1,17412,1
1,39,1,9,0,1935,0,1,1,20190,1
0,13,0,13,1,0,0,0,0,12653,1
0,1,0,11,0,10000,1,1,1,2370,0
1,39,1,11,0,8858,1,1,0,785,0
1,17,0,9,0,656,0,0,0,3397,0
1,39,1,13,1,4973,0,0,0,1524,0
0,1,0,12,1,1200,0,1,1,8258,0
0,28,0,8,0,3500,0,1,1,803,0
0,13,0,10,0,4840,0,0,0,14536,1
0,17,0,12,1,0,0,0,0,33,0
0,17,0,8,0,2349,0,1,1,0,0
0,1,0,8,0,0,0,1,0,7278,0
0,17,0,12,1,3000,0,1,1,21913,1
1,13,0,16,1,5000,0,1,0,3509,0
0,1,0,11,0,4680,0,1,1,0,0
0,1,0,8,0,200,0,0,0,5152,0
1,13,0,12,1,0,0,1,1,13012,1
1,13,0,12,1,1750,0,1,0,6395,0
0,9,0,12,1,800,0,1,1,0,0
1,39,1,10,0,6000,1,1,1,37977,1
0,2,0,13,1,3000,0,1,1,12062,1
0,0,0,11,0,825,0,1,1,22560,1
1,15,0,14,1,4000,0,0,0,1686,0
0,13,0,12,1,57,0,1,1,9325,0
0,16,0,13,1,1500,0,1,1,29208,1
1,5,0,12,1,4000,0,1,1,1481,0
1,28,0,12,1,0,0,0,0,18581,1
0,16,0,11,0,3118,0,0,0,35656,1
0,9,0,10,0,0,0,0,0,15813,1
0,17,0,14,1,3500,0,1,0,1799,0
0,17,0,12,1,0,0,1,1,0,0
1,13,0,9,0,12000,1,1,1,32081,1
1,39,1,13,1,7000,1,1,1,32781,1
1,39,1,10,0,4000,0,1,0,37524,1
1,0,0,12,1,300,0,1,1,46855,1
1,9,0,14,1,0,0,1,0,3231,0
1,15,0,12,1,6000,1,1,0,49467,1
0,19,0,15,1,250,0,0,0,27432,1
0,13,0,13,1,9000,1,1,1,36735,1
0,15,0,14,1,1800,0,1,0,2896,0
0,13,0,12,1,2400,0,1,0,8076,0
1,16,0,12,1,500,0,0,0,31290,1
0,0,0,9,0,6000,1,1,1,24393,1
0,13,0,9,0,1200,0,0,0,3150,0
0,13,0,9,0,700,0,1,0,18663,1
0,2,0,9,0,2000,0,1,0,13804,1
1,1,0,8,0,0,0,0,0,0,0
0,17,0,12,1,2808,0,1,0,41028,1
1,19,0,11,0,13000,1,1,1,10725,0
0,17,0,12,1,0,0,0,0,16791,1
1,5,0,10,0,0,0,1,1,0,0
0,15,0,11,0,0,0,0,0,3405,0
1,13,0,14,1,5600,0,0,0,16121,1
0,13,0,9,0,5545,0,1,1,6065,0
0,1,0,8,0,0,0,1,0,9321,0
0,16,0,14,1,5000,0,0,0,10830,0
1,0,0,12,1,2658,0,0,0,18648,1
0,13,0,16,1,4041,0,1,1,12944,1
1,39,1,10,0,6000,1,1,1,15192,1
1,19,0,9,0,420,0,0,0,3618,0
0,17,0,11,0,350,0,0,0,3397,0
0,1,0,12,1,1150,0,1,0,42555,1
1,19,0,16,1,3600,0,0,0,21924,1
0,19,0,14,1,3000,0,1,1,3622,0
1,16,0,16,1,5000,0,1,1,1128,0
0,19,0,12,1,0,0,1,1,0,0
1,0,0,11,0,1024,0,1,1,9150,0
1,15,0,13,1,15000,1,0,0,903,0
0,16,0,13,1,10800,1,1,1,60528,1
1,17,0,11,0,3484,0,1,0,0,0
0,19,0,8,0,0,0,1,1,9409,0
0,17,0,13,1,6000,1,1,1,24813,1
1,39,1,12,1,5000,0,1,1,9966,0
1,13,0,8,0,600,0,1,0,18306,1
1,2,0,11,0,1500,0,1,1,18300,1
1,13,0,10,0,5000,0,1,0,55770,1
1,39,1,12,1,9000,1,0,0,27940,1
0,1,0,10,0,0,0,0,0,0,0
1,39,1,10,0,7274,1,0,0,46098,1
1,13,0,10,0,40,0,1,1,40953,1
0,37,1,12,1,3240,0,0,0,3775,0
1,13,0,8,0,0,0,0,0,57,0
0,346,1,11,0,2040,0,0,0,0,0
1,15,0,11,0,13000,1,0,0,37658,1
1,0,0,16,1,0,0,1,1,24996,1
0,2,0,9,0,0,0,1,1,15169,1
0,13,0,12,1,7841,1,1,1,32472,1
0,9,0,12,1,0,0,1,0,12596,1
0,15,0,8,0,0,0,1,1,3369,0
1,37,1,12,1,2500,0,1,0,207,0
0,28,0,12,1,0,0,1,0,0,0
1,1,0,12,1,2400,0,1,0,16487,1
1,16,0,10,0,4800,0,1,1,48063,1
0,16,0,12,1,0,0,1,1,577,0
1,17,0,14,1,5100,0,0,0,5977,0
1,9,0,16,1,5882,0,0,0,478,0
0,2,0,10,0,0,0,1,1,1035,0
0,15,0,12,1,0,0,1,1,22515,1
0,9,0,12,1,150,0,1,1,5733,0
1,19,0,10,0,0,0,1,1,796,0
0,2,0,13,1,1250,0,1,0,20637,1
0,15,0,15,1,1306,0,1,0,8166,0
0,39,1,16,1,4835,0,1,1,34060,1
1,13,0,12,1,5000,0,1,1,33533,1
0,9,0,10,0,1200,0,1,1,65781,1
0,15,0,12,1,0,0,0,0,2898,0
1,19,0,16,1,6000,1,1,1,39146,1
1,19,0,12,1,6650,1,1,1,1947,0
1,19,0,8,0,0,0,0,0,5164,0
0,13,0,7,0,0,0,1,1,3308,0
0,19,0,15,1,6590,1,1,0,5685,0
0,13,0,11,0,5840,0,1,0,4329,0
1,9,0,9,0,3387,0,1,1,0,0
0,13,0,11,0,300,0,0,0,9776,0
1,9,0,17,1,600,0,0,0,8298,0
0,1,0,11,0,3000,0,1,1,4124,0
1,13,0,11,0,0,0,1,1,18567,1
0,5,0,12,1,0,0,1,1,0,0
0,13,0,12,1,107,0,0,0,29778,1
1,9,0,13,1,2900,0,0,0,21166,1
1,17,0,8,0,1440,0,1,1,687,0
0,19,0,9,0,4760,0,1,0,147,0
0,13,0,10,0,8000,1,0,0,25836,1
0,17,0,11,0,6000,1,0,0,14798,1
1,1,0,10,0,130,0,0,0,31854,1
1,13,0,12,1,480,0,1,0,0,0
1,16,0,12,1,3513,0,0,0,699,0
0,39,1,17,1,3456,0,1,0,1533,0
1,16,0,10,0,7900,1,1,1,2544,0
1,19,0,12,1,3400,0,1,0,0,0
1,17,0,13,1,300,0,0,0,34926,1
1,2,0,10,0,539,0,1,1,0,0
0,40,1,13,1,5300,0,1,0,11539,1
0,13,0,13,1,2500,0,1,1,8678,0
0,16,0,12,1,8000,1,1,1,5627,0
0,19,0,11,0,0,0,1,1,2973,0
1,1,0,9,0,4500,0,0,0,1887,0
1,13,0,13,1,8000,1,1,1,28833,1
0,39,1,12,1,0,0,0,0,0,0
1,13,0,12,1,3700,0,0,0,27240,1
1,16,0,15,1,3600,0,1,0,31360,1
0,1,0,9,0,6661,1,1,1,18197,1
1,40,1,9,0,16000,1,1,1,9128,0
0,39,1,12,1,110,0,1,1,7068,0
0,19,0,12,1,0,0,1,1,14252,1
0,16,0,12,1,369,0,1,1,858,0
0,13,0,9,0,0,0,1,0,23775,1
0,17,0,10,0,621,0,1,1,1639,0
0,13,0,11,0,0,0,1,1,37157,1
0,9,0,12,1,6540,1,1,0,17646,1
1,39,1,16,1,7310,1,1,0,81046,1
1,16,0,12,1,13000,1,0,0,44055,1
0,9,0,11,0,1500,0,0,0,0,0
1,28,0,10,0,0,0,1,0,0,0
0,13,0,12,1,5976,0,1,0,23019,1
1,13,0,12,1,2496,0,1,1,32897,1
1,28,0,14,1,4500,0,0,0,0,0
1,1,0,11,0,0,0,1,1,4230,0
0,1,0,8,0,4500,0,0,0,47606,1
0,346,1,8,0,0,0,0,0,3844,0
0,39,1,10,0,0,0,1,1,21096,1
0,2,0,12,1,0,0,1,0,3510,0
0,17,0,8,0,3000,0,1,1,9105,0
1,19,0,12,1,11000,1,0,0,46430,1
0,13,0,12,1,0,0,1,0,5143,0
1,13,0,8,0,0,0,1,1,17871,1
1,39,1,14,1,7060,1,1,1,23571,1
1,19,0,8,0,0,0,1,1,8793,0
0,19,0,12,1,620,0,0,0,1429,0
0,13,0,12,1,12800,1,1,0,7474,0
1,16,0,14,1,4000,0,1,1,4116,0
0,1,0,12,1,1100,0,1,0,52660,1
0,13,0,12,1,16000,1,0,0,11415,1
1,9,0,8,0,0,0,0,0,0,0
1,2,0,10,0,2500,0,1,0,2232,0
1,13,0,12,1,0,0,1,1,59439,1
1,1,0,14,1,0,0,1,0,33942,1
0,13,0,12,1,650,0,0,0,27328,1
0,2,0,12,1,0,0,1,0,26421,1
0,13,0,12,1,10500,1,1,0,20541,1
0,16,0,11,0,3257,0,0,0,20997,1
1,13,0,13,1,0,0,0,0,93,0
0,17,0,12,1,0,0,0,0,0,0
0,1,0,12,1,4000,0,1,1,17304,1
1,13,0,9,0,11500,1,1,1,59727,1
1,15,0,14,1,2000,0,0,0,30439,1
1,9,0,12,1,3800,0,1,0,1672,0
0,1,0,10,0,0,0,1,0,5687,0
0,13,0,13,1,480,0,1,0,22863,1
0,2,0,12,1,0,0,1,1,24827,1
1,15,0,11,0,3000,0,0,0,303,0
0,13,0,12,1,250,0,0,0,18325,1
1,39,1,12,1,854,0,0,0,3309,0
0,17,0,12,1,0,0,1,1,3317,0
0,28,0,11,0,0,0,0,0,7086,0
0,346,1,9,0,0,0,1,0,15366,1
0,1,0,12,1,500,0,1,1,6813,0
0,0,0,12,1,0,0,0,0,0,0
0,13,0,12,1,5000,0,1,1,52493,1
1,2,0,14,1,600,0,1,0,127,0
0,19,0,12,1,0,0,1,1,0,0
0,17,0,12,1,0,0,1,0,5709,0
0,13,0,12,1,0,0,1,0,108,0
0,39,1,10,0,2400,0,0,0,1371,0
0,13,0,12,1,0,0,0,0,6102,0
0,13,0,11,0,117,0,1,0,25262,1
0,28,0,8,0,0,0,1,1,10029,0
0,28,0,12,1,167,0,1,1,490,0
1,13,0,12,1,2000,0,0,0,12084,1
1,19,0,14,1,0,0,1,1,11139,0
1,19,0,15,1,2912,0,1,1,16650,1
0,1,0,8,0,960,0,1,0,0,0
0,16,0,13,1,5200,0,1,1,19195,1
0,1,0,12,1,6000,1,1,0,33351,1
0,19,0,8,0,0,0,1,1,606,0
0,13,0,11,0,3146,0,0,0,26630,1
1,19,0,8,0,0,0,0,0,17466,1
1,13,0,12,1,0,0,1,1,639,0
0,17,0,15,1,14000,1,0,0,47415,1
1,19,0,12,1,1140,0,0,0,4204,0
0,5,0,12,1,0,0,1,1,0,0
1,37,1,12,1,1700,0,0,0,42739,1
0,9,0,12,1,1468,0,1,1,12024,1
1,16,0,12,1,15000,1,1,1,43120,1
1,13,0,12,1,0,0,1,1,2760,0
1,9,0,12,1,1172,0,0,0,3700,0
1,15,0,14,1,0,0,1,1,28603,1
1,9,0,8,0,0,0,1,0,34620,1
0,13,0,12,1,298,0,1,0,36669,1
0,13,0,12,1,40,0,0,0,5462,0
0,0,0,12,1,0,0,0,0,0,0
1,13,0,15,1,98,0,1,0,26241,1
0,0,0,12,1,11232,1,0,0,41059,1
0,19,0,12,1,6120,1,1,0,26667,1
0,13,0,10,0,274,0,1,0,22579,1
0,28,0,9,0,2189,0,1,0,344,0
1,19,0,10,0,9000,1,0,0,73636,1
1,19,0,12,1,3000,0,1,1,7587,0
0,37,1,14,1,0,0,0,0,12573,1
0,13,0,12,1,0,0,1,1,553,0
1,19,0,8,0,0,0,1,1,20652,1
1,0,0,14,1,10135,1,1,1,37131,1
0,39,1,11,0,1967,0,1,1,2730,0
1,13,0,12,1,2000,0,1,0,5797,0
0,2,0,12,1,0,0,1,1,14380,1
0,1,0,12,1,5000,0,1,0,3916,0
1,17,0,10,0,3100,0,1,1,858,0
1,2,0,12,1,7000,1,1,1,19225,1
0,28,0,16,1,5000,0,0,0,11061,0
0,13,0,12,1,240,0,0,0,10471,0
0,1,0,12,1,3100,0,0,0,6186,0
